Clinique_Article,BaseCahpp_Article,cip_match,ucd_match,idt_match,Clinique_IDT,Clinique_CIP,Clinique_UCD,CAHPP_IDT,CAHPP_CIP,CAHPP_CIP13,CAHPP_UCD,CAHPP_UCD13
7935zovirax 200 mg5 ml susp buv flac 125 ml,ZOVIRAX  200 MG / 5 ML SUSPENSION BUVABLE DE 125 ML BOITE DE 1 FLACON,1,1,0,4855,3400933411381,3400891707038,23134,3341138,3400933411381,9170703,3400891707038
13770zoladex 108 mg implant srg,"ZOLADEX SAFESYSTEM 10,8 MG INJECTABLE SOUS CUTANE BOITE DE 1 IMPLANT",1,1,0,1650,3400933963811,3400891830606,23383,3396381,3400933963811,9183060,3400891830606
4875casodex 50 mg cpr,CASODEX 50 MG BOITE DE 30 COMPRIMES - H,1,1,0,1673,3400933916336,3400891764628,23406,3391633,3400933916336,9176462,3400891764628
600tenormine 5 mg10 ml sol inj iv amp,TENORMINE   5 MG / 10 ML SOLUTION INJECTABLE BOITE DE 5 AMPOULES,1,1,0,1915,3400932748389,3400891225617,23662,3274838,3400932748389,9122561,3400891225617
594pulmicort turbuhaler 200 ugdose pdr pr inhal flac 200 doses,PULMICORT TURBUHALER 200 MCG BOITE DE 1 FLACON  DE 200 DOSES,1,1,0,2353,3400933327545,3400891524215,24119,3332754,3400933327545,9152421,3400891524215
597symbicort turbuhaler 200 ug6 ugdose pdr pr inhal inhal 120 doses,SYMBICORT TURBUHALER  200 / 6MCG 120 DOSES  BOITE DE 1 FLACON,1,1,0,4441,3400935658432,3400892322902,24082,3565843,3400935658432,9232290,3400892322902
3840calcidia 154 g granulés pr susp buv sachet,"CALCIDIA  3,85 GR GRANULES 6 BOITES DE 20 SACHETS",1,1,0,3051,3400932954506,3400891236491,24829,3295450,3400932954506,9123649,3400891236491
0002464biseptine sol pr appli cutanée flac 40 ml,BISEPTINE 40 ML BOITE DE 96 FLACONS,1,1,0,3939,3400933576363,3400891580914,25779,3357636,3400933576363,9158091,3400891580914
11090gastrografine 370 mg iodeml sol buv ou rect flac 100 ml,GASTROGRAFINE 370 MG / ML SOLUTION BUVABLE OU RECTALE DE 100 ML BOITE DE 20 FLACONS,1,1,0,4752,3400930080832,3400890375139,25495,3008083,3400930080832,9037513,3400890375139
549ilomedine 50 ug05 ml sol à diluer pr perf amp,"ILOMEDINE 0,05 MG 0,5 ML BOITE DE 5 AMPOULES",1,1,0,4753,3400955788966,3400891604610,24001,5578896,3400955788966,9160461,3400891604610
563somatostatine 6 mg1 ml eumedica pdr et solv pr sol à diluer pr perf amp  amp,SOMATOSTATINE EUMEDICA 6 MG LYOPHILISAT ET SOLUTION POUR SOLUTION INJECTABLE BOITE DE 1 AMPOULE + SOLVANT,1,1,0,2624,3400956003549,3400891918465,24397,5600354,3400956003549,9191846,3400891918465
540telebrix gastro 300 mg iodeml sol buv ou rect flac 100 ml,TELEBRIX GASTRO 100 ML BOITE DE 10 FLACONS,1,1,0,3660,3400932748150,3400891133844,25497,3274815,3400932748150,9113384,3400891133844
15535lipiodol ultrafluide 480 mg iodeml sol inj amp 10 ml,LIPIODOL ULTRA FLUIDE  10 ML BOITE DE 10 AMPOULES,1,1,0,3662,3400930621608,3400890544054,25499,3062160,3400930621608,9054405,3400890544054
537bleu patente v sodique 25 guerbet sol inj amp 2 ml,"BLEU PATENTE V 2,5% INJ 2 ML ETUI DE 5 AMPOULES",1,1,0,3712,3400931238034,3400890118446,25559,3123803,3400931238034,9011844,3400890118446
15486botox 100 u allergan pdr pr sol inj,BOTOX 100 U INJECTABLE BOITE DE 1 FLACON,1,1,0,3510,3400956208883,3400892227887,25317,5620888,3400956208883,9222788,3400892227887
12756acular 05 collyre flac 5 ml,"ACULAR  0,5 % 5 ML COLLYRE BOITE DE    1 FLACON",1,1,0,4338,3400933429591,3400892101248,26192,3342959,3400933429591,9210124,3400892101248
827cernevit pdr pr sol inj ou pr perf,CERNEVIT LYOPHILISAT BOITE DE 10 FLACONS,1,1,0,402,3400935657190,3400891343281,22074,3565719,3400935657190,9134328,3400891343281
524brevibloc 100 mg10 ml sol inj flac,BREVIBLOC 100 MG 10 ML BOITE DE 25 FLACONS,1,1,0,1938,3400955661146,3400891388756,23685,5566114,3400955661146,9138875,3400891388756
11493zyloric 100 mg cpr,ZYLORIC 100 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,2810,3400931155546,3400891021332,24598,3115554,3400931155546,9102133,3400891021332
6828zyloric 300 mg cpr,ZYLORIC 300 MG BOITE DE 28 COMPRIMES,1,1,0,2812,3400932229598,3400891021561,321467,3222959,3400932229598,9102156,3400891021561
17669retrovir 200 mg20 ml sol à diluer pr perf flac,RETROVIR  200 MG / 20 ML IV SOLUTION INJECTABLE BOITE DE 5 FLACONS,1,1,0,1471,3400955801146,3400891598544,23171,5580114,3400955801146,9159854,3400891598544
9071durogesic 100 ugh dispositif transdermique,DUROGESIC PATCH 100 MCG / H BOITE DE 5 PATCHS,1,1,0,921,3400934238765,3400891937565,22638,3423876,3400934238765,9193756,3400891937565
368cortancyl 1 mg cpr,CORTANCYL  1 MG BOITE DE  30 COMPRIMES,1,1,0,941,3400930258972,3400890223164,22657,3025897,3400930258972,9022316,3400890223164
8507cortancyl 5 mg cpr séc,CORTANCYL  5 MG BOITE DE  30 COMPRIMES,1,1,0,942,3400930259054,3400890223225,22658,3025905,3400930259054,9022322,3400890223225
394exacyl 500 mg5 ml sol inj iv amp,EXACYL  500 MG SOLUTION INJECTABLE BOITE DE 5 AMPOULES,1,1,0,1814,3400931157618,3400890340649,23550,3115761,3400931157618,9034064,3400890340649
414kardegic 160 mg pdr pr sol buv sachet,KARDEGIC 160 MG BOITE DE 30 SACHETS,1,1,0,2131,3400933247379,3400891576023,23891,3324737,3400933247379,9157602,3400891576023
27creon 25 000 u gélule gastrorésistante,CREON 25000 U BOITE DE   60 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,2516,3400933247959,3400891649673,24286,3324795,3400933247959,9164967,3400891649673
6218gardenal 10 mg cpr,GARDENAL  10 MG BOITE DE  80 COMPRIMES,1,1,0,3160,3400930425077,3400890372817,24947,3042507,3400930425077,9037281,3400890372817
401gardenal 50 mg cpr,GARDENAL  50 MG BOITE DE  30 COMPRIMES,1,1,0,3161,3400930425138,3400890373067,24948,3042513,3400930425138,9037306,3400890373067
38alepsal 15 mg cpr,ALEPSAL  15 MG BOITE DE 30 COMPRIMES,1,1,0,3165,3400932896271,3400890022132,24952,3289627,3400932896271,9002213,3400890022132
419largactil 25 mg5 ml sol inj amp,LARGACTIL  25 MG  5ML INJ  BOITE DE 5 AMPOULES FH,1,1,0,3275,3400932722426,3400890497008,25080,3272242,3400932722426,9049700,3400890497008
3002haldol 5 mg1 ml sol inj amp,HALDOL  5 MG/ 1 ML BOITE DE 5 AMPOULES,1,1,0,3310,3400930471890,3400890414722,25113,3047189,3400930471890,9041472,3400890414722
688laroxyl 50 mg2 ml sol inj amp,LAROXYL   50 MG  2 ML BOITE DE 12 AMPOULES,1,1,0,3444,3400930572948,3400890498586,25250,3057294,3400930572948,9049858,3400890498586
7998betadine 10 gel tube 30 g,BETADINE  10 %  30 GR GEL BOITE DE 1 TUBE,1,1,0,3793,3400931988014,3400890103428,25644,3198801,3400931988014,9010342,3400890103428
308xalatan 0005 collyre flac 25 ml,"XALATAN 50 MCG/2,5 ML COLLYRE FLACON BOITE DE 1",1,1,0,4274,3400934384066,3400891940695,26125,3438406,3400934384066,9194069,3400891940695
925isoptine 40 mg cpr,ISOPTINE  40 MG BOITE DE 75 COMPRIMES,1,1,0,4736,3400930545805,3400890477017,23800,3054580,3400930545805,9047701,3400890477017
8940creon 10 000 u gélule gastrorésistante,CREON 10 000 U BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,4843,3400933026936,3400891230697,24285,3302693,3400933026936,9123069,3400891230697
605xylocaine visqueuse 2 gel oral tube 100 g,XYLOCAINE VISQUEUSE 2 % 100 GR GEL  BOITE DE 1 TUBE- H,1,1,0,129,3400931153764,3400891016710,21802,3115376,3400931153764,9101671,3400891016710
789burinex 5 mg cpr,BURINEX 5 MG COMPRIME - BOITE DE 30 COMPRIMES,1,1,0,1887,3400934521393,3400891262346,23634,3452139,3400934521393,9126234,3400891262346
665loxen lp 50 mg gélule à libération prolongée,LOXEN LP  50 MG BOITE DE 60 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,2032,3400932955107,3400891269321,23787,3295510,3400932955107,9126932,3400891269321
4759aranesp 10 ug04 ml sol inj srg,ARANESP  10 MCG BOITE DE 1 SERINGUE PREREMPLIE,1,1,0,4599,3400935678133,3400892332376,24425,3567813,3400935678133,9233237,3400892332376
4762aranesp 30 ug03 ml sol inj srg,ARANESP  30 MCG BOITE DE 1 SERINGUE PREREMPLIE SECURISEE,1,1,0,4602,3400939591865,3400893350157,24428,3959186,3400939591865,9335015,3400893350157
4764aranesp 40 ug04 ml sol inj srg,ARANESP  40 MCG BOITE DE 1 SERINGUE PREREMPLIE SECURISEE,1,1,0,4603,3400939592008,3400893350386,24429,3959200,3400939592008,9335038,3400893350386
4765aranesp 50 ug05 ml sol inj srg,ARANESP  50 MCG BOITE DE 1 SERINGUE PREREMPLIE SECURISEE,1,1,0,4604,3400939592237,3400893350447,24430,3959223,3400939592237,9335044,3400893350447
4766aranesp 60 ug03 ml sol inj srg,ARANESP  60 MCG BOITE DE 1 SERINGUE PREREMPLIE SECURISEE,1,1,0,4605,3400939592527,3400893350676,24431,3959252,3400939592527,9335067,3400893350676
4767aranesp 80 ug04 ml sol inj srg,ARANESP  80 MCG BOITE DE 1 SERINGUE PREREMPLIE SECURISEE,1,1,0,4606,3400939592756,3400893350737,24432,3959275,3400939592756,9335073,3400893350737
4770aranesp 150 ug03 ml sol inj srg,ARANESP 150 MCG BOITE DE 1 SERINGUE PREREMPLIE SECURISEE,1,1,0,4608,3400939593357,3400893349908,24434,3959335,3400939593357,9334990,3400893349908
612foscavir 6 g250 ml sol pr perf flac,FOSCAVIR  24MG/ML 6G/250ML BOITE DE 10 FLACONS,1,1,0,1457,3400934644504,3400891501551,23148,3464450,3400934644504,9150155,3400891501551
8524doliprane 200 mg enf pdr pr sol buv sachet,DOLIPRANE   200 MG   BOITE DE 12 SACHETS FH,1,1,0,793,3400934999161,3400892109404,22485,3499916,3400934999161,9210940,3400892109404
382doliprane 500 mg pdr pr sol buv sachet,DOLIPRANE   500 MG ADULTE  BOITE DE 12 SACHETS FH,1,1,0,795,3400932331536,3400890282475,22487,3233153,3400932331536,9028247,3400890282475
5966doliprane 24 ss sucre susp buv flac 100 ml,DOLIPRANE  SUSP BUV  FL 100 ML BOITE DE 1 FLACON FH,1,1,0,802,3400934615467,3400892028057,22494,3461546,3400934615467,9202805,3400892028057
488topalgic 100 mg2 ml sol inj amp,TOPALGIC 100 MG 2 ML INJ  BOITE DE 5 AMPOULES FH,1,1,0,847,3400955888192,3400891866216,22549,5588819,3400955888192,9186621,3400891866216
3828topalgic lp 150 mg cpr à libération prolongée,TOPALGIC LP 150 MG  BOITE DE 30 COMPRIMES,1,1,0,849,3400934314568,3400892048796,22551,3431456,3400934314568,9204879,3400892048796
490topalgic lp 200 mg cpr à libération prolongée,TOPALGIC LP 200 MG  BOITE DE 30 COMPRIMES,1,1,0,850,3400934314797,3400892048857,730761,3431479,3400934314797,9204885,3400892048857
407hydrocortancyl 125 mg5 ml susp inj flac,HYDROCORTANCYL 125 MG 5ML BOITE DE 1 FLACON,1,1,0,984,3400930515587,3400890450911,22697,3051558,3400930515587,9045091,3400890450911
458profenid 100 mg suppo,PROFENID 100 MG BOITE DE 12 SUPPOSITOIRES,1,1,0,1035,3400931792932,3400890759564,22740,3179293,3400931792932,9075956,3400890759564
1674azactam 1 g pdr pr sol inj,AZACTAM 1 GR POUDRE POUR USAGE PARENTERAL BOITE DE 1 FLACON,1,1,0,1146,3400936920859,3400891288131,22840,3692085,3400936920859,9128813,3400891288131
363colimycine 1 m_iu pdr et solv pr sol inj,COLISTIMETHATE SODIQUE AMDIPHARM 1M UI INJECTABLE BOITE DE 50 FLACONS FH,1,1,0,1338,3400955177074,3400890209786,23019,5517707,3400955177074,9020978,3400890209786
475targocid 200 mg32 ml pdr et solv pr sol inj ou pr perf ou buv flac  amp,TARGOCID 200 MG LYO INJ BOITE DE 1 FLACON + SOLVANT,1,1,0,1377,3400955605546,3400891251630,23058,5560554,3400955605546,9125163,3400891251630
359calciparine 12 500 iu05 ml sol inj sc amp,"CALCIPARINE 12500 UI / 0,5 ML BOITE 50 AMPOULES",1,1,0,1760,3400955670360,3400891413403,23495,5567036,3400955670360,9141340,3400891413403
460protamine 10 000 uah10 ml choay sol inj flac,PROTAMINE SULFATE 10 ML INJ BOITE DE 1 FLACON MULTIDOSES,1,1,0,1824,3400931011736,3400890762694,23560,3101173,3400931011736,9076269,3400890762694
487tildiem 100 mg pdr pr sol inj iv,TILDIEM 100 MG IV BOITE DE 20 FLACONS,1,1,0,2017,3400955634980,3400891314656,23772,5563498,3400955634980,9131465,3400891314656
437mono tildiem lp 200 mg gélule à libération prolongée,MONO TILDIEM 200 MG LP BOITE DE 28 GELULES,1,1,0,2020,3400933572280,3400891583984,23775,3357228,3400933572280,9158398,3400891583984
415kardegic 300 mg pdr pr sol buv sachet,KARDEGIC 300 MG BOITE DE 30 SACHETS,1,1,0,2132,3400933226558,3400891576191,23892,3322655,3400933226558,9157619,3400891576191
465risordan 10 mg10 ml sol inj amp,RISORDAN  10 MG 10ML INJ  BOITE DE 50 AMPOULES FH,1,1,0,2149,3400955579250,3400890806442,23909,5557925,3400955579250,9080644,3400890806442
409ikorel 10 mg cpr séc,IKOREL 10 MG BOITE DE  30 COMPRIMES SECABLES FH,1,1,0,2186,3400933548100,3400891591620,23943,3354810,3400933548100,9159162,3400891591620
410ikorel 20 mg cpr,IKOREL 20 MG BOITE DE  30 COMPRIMES FH,1,1,0,2187,3400933548278,3400891591798,23944,3354827,3400933548278,9159179,3400891591798
366cordarone 200 mg cpr séc,CORDARONE  200 MG BOITE DE 30 COMPRIMES,1,1,0,2191,3400930256503,3400890220552,23949,3025650,3400930256503,9022055,3400890220552
0000365cordarone 150 mg3 ml sol inj iv amp,CORDARONE 150 MG / 3 ML SOLUTION INJECTABLE BOITE DE 6 AMPOULES,1,1,0,2192,3400931999768,3400890220491,23950,3199976,3400931999768,9022049,3400890220491
493toplexil 033 mgml sirop flac 150 ml,"TOPLEXIL 0,33 MG / ML SIROP  BOITE DE 1 FLACON  DE 150 ML",1,1,0,2371,3400935957849,3400892495408,24139,3595784,3400935957849,9249540,3400892495408
450plitican 50 mg2 ml sol inj amp,PLITICAN  50 MG SOLUTION INJECTABLE DE 2 ML BOITE DE 6 AMPOULES,1,1,0,2478,3400932241484,3400890726917,24246,3224148,3400932241484,9072691,3400890726917
417kayexalate pdr pr susp buv ou rect,KAYEXALATE  454 GR POUDRE P/SUSPENSION BUVABLE  BOITE UNITAIRE,1,1,0,2655,3400932350865,3400890486699,24424,3235086,3400932350865,9048669,3400890486699
7541xatral 25 mg cpr,"XATRAL  2,5 MG BOITE DE 30 COMPRIMES",1,1,0,2690,3400933016012,3400891302479,24475,3301601,3400933016012,9130247,3400891302479
509xatral lp 10 mg cpr à libération prolongée,XATRAL LP 10 MG BOITE DE 30 COMPRIMES,1,1,0,2692,3400935110664,3400892165813,24477,3511066,3400935110664,9216581,3400892165813
7083gardenal 200 mg4 ml pdr et solv pr sol inj flac  amp,GARDENAL 200 MG INJ BOITE DE 1 FLACON,1,1,0,3164,3400933996987,3400891200942,24951,3399698,3400933996987,9120094,3400891200942
372depakine 200 mgml sol buv flac 40 ml,DEPAKINE 200 MG /ML SOLUTION BUVABLE 40 ML BOITE DE 1 FLACON,1,1,0,3172,3400930293003,3400890250078,24959,3029300,3400930293003,9025007,3400890250078
353artane 5 mg cpr,ARTANE    5 MG BOITE DE  20 COMPRIMES FH,1,1,0,3236,3400930066935,3400890067256,25037,3006693,3400930066935,9006725,3400890067256
464rilutek 50 mg cpr,RILUTEK 50 MG BOITE DE 56 COMPRIMES FH,1,1,0,3253,3400934164682,3400891862942,25056,3416468,3400934164682,9186294,3400891862942
420largactil 25 mg cpr,LARGACTIL  25 MG  BOITE DE 50 COMPRIMES FH,1,1,0,3271,3400930571187,3400890497237,25076,3057118,3400930571187,9049723,3400890497237
480tercian 40 mgml sol buv en gouttes flac 30 ml,TERCIAN  40 MG/ML 30 ML SOLUTION BUVABLE EN GOUTTES BOITE DE 1 FLACON,1,1,0,3278,3400931303299,3400890911689,25083,3130329,3400931303299,9091168,3400890911689
444nozinan 25 mg cpr séc,NOZINAN  25 MG BOITE DE   20 COMPRIMES FH,1,1,0,3285,3400930742815,3400890641258,25090,3074281,3400930742815,9064125,3400890641258
445nozinan 4 sol buv flac 30 ml,NOZINAN 4%  30 ML GOUTTES SOLUTION BUVABLE BOITE DE 1 FLACON FH,1,1,0,3287,3400930743126,3400890640886,25092,3074312,3400930743126,9064088,3400890640886
440neuleptil 1 sol buv flac 30 ml,NEULEPTIL 1% 30 ML GOUTTES SOLUTION BUVABLE BOITE DE 1 FLACON  FH,1,1,0,3291,3400930716960,3400890623797,25096,3071696,3400930716960,9062379,3400890623797
483tiapridal 100 mg2 ml sol inj amp,TIAPRIDAL  100 MG 2 ML BOITE DE 12 AMPOULES,1,1,0,3342,3400931742555,3400890930260,25145,3174255,3400931742555,9093026,3400890930260
485tiapridal 5 mggoutte sol buv en gouttes flac 30 ml,TIAPRIDAL   30 ML GOUTTES BUVABLES BOITE DE 1 FLACON,1,1,0,3343,3400934611094,3400892108223,25146,3461109,3400934611094,9210822,3400892108223
496tranxene 20 mg2 ml pdr et solv pr sol inj flac  amp,TRANXENE 20 MG 2 ML BOITE DE  5 AMPOULES,1,1,0,3391,3400932430161,3400890943628,25195,3243016,3400932430161,9094362,3400890943628
506urbanyl 5 mg gélule,URBANYL  5 MG BOITE DE 30 GELULES,1,1,0,3394,3400931723806,3400890965859,25198,3172380,3400931723806,9096585,3400890965859
472surmontil 100 mg cpr séc,SURMONTIL 100 MG BOITE DE  20 COMPRIMES  FH,1,1,0,3457,3400931022671,3400890896160,25266,3102267,3400931022671,9089616,3400890896160
479teralithe lp 400 mg cpr séc à libération prolongée,TERALITHE LP 400 MG BOITE DE  60 COMPRIMES  FH,1,1,0,3489,3400933727369,3400891693157,25297,3372736,3400933727369,9169315,3400891693157
4454oflocet 15 mg05 ml sol pr instil auriculaire récipient unidose,"OFLOCET 1,5 MG/0,5 ML SOLUTION AURICULAIRE BOITE DE  20 UNIDOSES",1,1,0,4130,3400933986353,3400891836059,25984,3398635,3400933986353,9183605,3400891836059
8164havlane 1 mg cpr séc,HAVLANE 1MG  BOITE DE  20 COMPRIMES FH,1,1,0,4847,3400932487813,3400890419864,25223,3248781,3400932487813,9041986,3400890419864
18305fasturtec 75 mg5 ml pdr et solv pr sol à diluer pr perf flac  amp,"FASTURTEC 1,5 MG/ML  5 ML INJ BOITE DE 1 FLACON",1,1,0,4908,3400956341238,3400892393810,24605,5634123,3400956341238,9239381,3400892393810
9070durogesic 25 ugh dispositif transdermique,DUROGESIC PATCH  25 MCG / H BOITE DE 5 PATCHS,1,1,0,918,3400934238307,3400891937626,22635,3423830,3400934238307,9193762,3400891937626
9349durogesic 50 ugh dispositif transdermique,DUROGESIC PATCH  50 MCG / H BOITE DE 5 PATCHS,1,1,0,919,3400934238475,3400891937794,22636,3423847,3400934238475,9193779,3400891937794
10212durogesic 75 ugh dispositif transdermique,DUROGESIC PATCH  75 MCG / H BOITE DE 5 PATCHS,1,1,0,920,3400934238536,3400891937855,22637,3423853,3400934238536,9193785,3400891937855
9592sporanox 100 mg gélule,SPORANOX 100 MG BOITE DE 30 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,1436,3400933462888,3400891573299,23123,3346288,3400933462888,9157329,3400891573299
346risperdal 1 mgml sol buv flac 60 ml,RISPERDAL 1 MG/1 ML SUSPENSION BUVABLE BOITE DE 1 FLACON DE 60 ML,1,1,0,3377,3400934398193,3400892014388,25182,3439819,3400934398193,9201438,3400892014388
931sevorane liquide pr inhal par vapeur flac quikfil 250 ml,SEVORANE  250 ML MARK II AVEC MISE A DISPOSITION EVAPORATEUR BOITE DE 1 FLACON,1,1,0,220,3400956316274,3400892370927,21903,5631627,3400956316274,9237092,3400892370927
19988synagis 50 mg05 ml sol inj flac,"SYNAGIS  50MG 100 MG / ML BOITE DE 1 FLACON DE 0,5 ML",1,1,0,1487,3400930072318,3400894209621,23187,3007231,3400930072318,9420962,3400894209621
19987synagis 100 mg1 ml sol inj flac,SYNAGIS 100 MG /  ML BOITE DE 1 FLACON DE 1 ML,1,1,0,1488,3400930072325,3400894209799,23188,3007232,3400930072325,9420979,3400894209799
1776zyvoxid 600 mg cpr,ZYVOXID 600 MG BOITE DE 10 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,1049,3400956313952,3400892335339,23074,5631395,3400956313952,9233533,3400892335339
3795zithromax 250 mg cpr,ZITHROMAX 250 MG BOITE DE 6 COMPRIMES,1,1,0,1293,3400935177322,3400892168425,22977,3517732,3400935177322,9216842,3400892168425
18239vincristine 2 mg2 ml hospira sol inj flac,VINCRISTINE PFIZER 2 MG /2 ML  BOITE DE 5 FLACONS VERRE ONCO-TAIN,1,1,0,1639,3400937953948,3400893023464,23371,3795394,3400937953948,9302346,3400893023464
0000285alpress lp 25 mg cpr à libération prolongée,ALPRESS LP 2.5 MG  BOITE DE 30 COMPRIMES,1,1,0,2058,3400933117757,3400891345933,23815,3311775,3400933117757,9134593,3400891345933
301prostine e2 1 mg gel vaginal srg,PROSTINE E2 - 1 MG - GEL VAGINAL BOITE DE 1 SERINGUE PREREMPLIE,1,1,0,2746,3400955774839,3400891582864,24528,5577483,3400955774839,9158286,3400891582864
302prostine e2 2 mg gel vaginal srg,PROSTINE E2 - 2 MG - GEL VAGINAL BOITE DE 1 SERINGUE PREREMPLIE,1,1,0,2747,3400955775089,3400891582925,24529,5577508,3400955775089,9158292,3400891582925
4448pivalone 1 susp pr pulv nasale flac 10 ml,PIVALONE SUSPENSION NASALE 10 ML  BOITE DE 1 FLACON,1,1,0,4066,3400932061105,3400890723206,25927,3206110,3400932061105,9072320,3400890723206
6938zyvoxid 600 mg300 ml sol pr perf poche freeflex,ZYVOXID 2 MG/ML - 600 MG/300 ML POUR PERF BOITE DE 10 POCHES FREEFLEX SANS PVC,1,1,0,4618,3400958110740,3400893869468,23075,5811074,3400958110740,9386946,3400893869468
6355vfend 50 mg cpr,VFEND  50 MG BOITE DE 28 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,4914,3400935928863,3400892401485,23125,3592886,3400935928863,9240148,3400892401485
141orbenine 1 g pdr pr sol inj iv,ORBENINE 1 GR IV POUDRE POUR SOLUTION INJECTABLE BOITE DE 10 FLACONS,1,1,0,1119,3400955648659,3400891084436,22815,5564865,3400955648659,9108443,3400891084436
0000607xylocard 1 g20 ml sol pr perf flac,XYLOCARD  50MG/ML  20 ML INJECTABLE PERFUSION VEINEUSE BOITE DE 10 FLACONS - H,1,1,0,2209,3400955094128,3400891018080,23967,5509412,3400955094128,9101808,3400891018080
13387kabiven 1 400 kcal1 540 ml émulsion pr perf poche tricomp biofine,KABIVEN 1400 KCAL TOTALES  1540 ML INJ BOITE DE 4 POCHES,1,1,0,376,3400937775519,3400893170816,22054,3777551,3400937775519,9317081,3400893170816
13388kabiven 1 900 kcal2 053 ml émulsion pr perf poche tricomp biofine,KABIVEN 1900 KCAL TOTALES  2053 ML INJ BOITE DE 4 POCHES,1,1,0,377,3400937775748,3400893170984,22055,3777574,3400937775748,9317098,3400893170984
13389perikabiven 1 000 kcal1 440 ml émulsion pr perf poche tricomp biofine,PERIKABIVEN   1000 KCAL TOTALES 1440 ML INJ BOITE DE 4 POCHES,1,1,0,379,3400937774567,3400893171127,22057,3777456,3400937774567,9317112,3400893171127
4021irinotecan 300 mg15 ml kabi sol à diluer pr perf flac,IRINOTECAN KABI 300MG INJ FL 15ML BOITE DE 1 FLACON,1,1,0,212990,3400957679767,3400893459300,311187,5767976,3400957679767,9345930,3400893459300
10581tegeline 10 g200 ml pdr et solv pr sol pr perf flac  flac  set,TEGELINE   (IMMUNOGLOBULINE HUMAINE NORMALE)  IV 10 GR/200ML BOITE DE 1 FLACON,1,1,0,1846,3400955989998,3400891828306,23581,5598999,3400955989998,9182830,3400891828306
